Year,Ward,Week,People in Ward,Season,Construction,Water Usage
2017,4,50,320,3,0,82880
2017,4,51,320,3,1,105369
2017,4,52,320,3,0,91840
2017,5,1,150,1,0,53550
2017,5,2,150,1,0,50400
2017,5,3,150,1,1,57960
2017,5,4,150,1,1,59682
2017,5,5,150,1,1,58464
2017,5,6,150,1,1,60511
2017,5,7,150,1,1,55765
2017,5,8,150,1,0,53550
2017,5,9,150,1,1,58653
2017,5,10,150,1,0,50400
2017,5,11,150,1,1,58233
2017,5,12,150,1,0,52500
2017,5,13,150,1,1,58653
2017,5,14,150,1,0,50400
2017,5,15,150,1,0,49350
2017,5,16,150,1,1,59325
2017,5,18,150,2,1,34713
2017,5,19,150,2,0,31500
2017,5,20,150,2,1,32035
2017,5,21,150,2,1,38083
2017,5,22,150,2,0,32550
2017,5,23,150,2,0,33600
2017,5,24,150,2,1,36781
2017,5,25,150,2,0,32550
2017,5,26,150,2,1,35910
2017,5,27,150,2,0,28350
2017,5,28,150,2,1,38640
2017,5,29,150,2,1,41233
2017,5,30,150,2,0,30450
2017,5,31,150,2,1,39501
2017,5,32,150,2,0,28350
2017,5,33,150,2,0,28350
2017,5,34,150,2,1,33799
2017,5,35,150,3,0,44100
2017,5,36,150,3,1,45864
2017,5,37,150,3,1,45045
2017,5,38,150,3,1,45843
2017,5,39,150,3,0,42000
2017,5,40,150,3,0,42000
2017,5,41,150,3,0,42000
2017,5,42,150,3,1,44289
2017,5,43,150,3,1,43890
2017,5,44,150,3,0,44100
2017,5,45,150,3,1,51229
2017,5,46,150,3,1,47880
2017,5,47,150,3,1,51597
2017,5,48,150,3,1,51597
2017,5,49,150,3,1,49507
2017,5,50,150,3,0,40950
2017,5,51,150,3,1,49077
2017,5,52,150,3,0,44100
2017,6,1,856,1,1,333634
2017,6,2,856,1,1,360598
2017,6,3,856,1,0,281624
2017,6,4,856,1,0,305592
2017,6,5,856,1,1,347536
2017,6,6,856,1,0,287616
2017,6,7,856,1,0,281624
2017,6,8,856,1,0,293608
2017,6,9,856,1,1,340585
2017,6,10,856,1,1,339386
2017,6,11,856,1,0,299600
2017,6,12,856,1,1,347536
2017,6,13,856,1,0,281624
2017,6,14,856,1,0,293608
2017,6,15,856,1,0,293608
2017,6,16,856,1,0,305592
2017,6,18,856,2,1,204926
2017,6,19,856,2,1,209899
2017,6,20,856,2,1,199533
2017,6,21,856,2,1,219486
2017,6,22,856,2,1,206783
2017,6,23,856,2,0,185752
2017,6,24,856,2,1,226257
2017,6,25,856,2,0,173768
2017,6,26,856,2,1,191144
2017,6,27,856,2,1,205046
2017,6,28,856,2,1,196357
2017,6,29,856,2,1,212116
2017,6,30,856,2,0,173768
2017,6,31,856,2,1,197975
2017,6,32,856,2,0,197736
2017,6,33,856,2,1,191264
2017,6,34,856,2,1,191144
2017,6,35,856,3,0,251664
2017,6,36,856,3,1,289413
2017,6,37,856,3,1,259573
2017,6,38,856,3,0,245672
2017,6,39,856,3,0,227696
2017,6,40,856,3,0,221704
2017,6,41,856,3,1,257056
2017,6,42,856,3,0,227696
2017,6,43,856,3,0,233688
2017,6,44,856,3,0,233688
2017,6,45,856,3,0,233688
2017,6,46,856,3,0,245672
2017,6,47,856,3,0,251664
2017,6,48,856,3,1,252742
2017,6,49,856,3,0,251664
2017,6,50,856,3,1,278028
2017,6,51,856,3,1,268441
2017,6,52,856,3,0,245672
2018,1,1,452,1,1,179208
2018,1,2,452,1,1,166552
2018,1,3,452,1,0,151872
2018,1,4,452,1,0,151872
2018,1,5,452,1,0,158200
2018,1,6,452,1,0,151872
2018,1,7,452,1,1,188795
2018,1,8,452,1,0,155036
2018,1,9,452,1,1,177690
2018,1,10,452,1,0,155036
2018,1,11,452,1,1,177690
2018,1,12,452,1,1,179114
2018,1,13,452,1,1,177500
2018,1,14,452,1,1,185568
2018,1,15,452,1,0,155036
2018,1,16,452,1,0,161364
2018,1,18,452,2,0,94920
2018,1,19,452,2,0,94920
2018,1,20,452,2,1,121117
2018,1,21,452,2,1,103652
2018,1,22,452,2,0,85428
2018,1,23,452,2,1,112796
2018,1,24,452,2,0,94920
2018,1,25,452,2,0,104412
2018,1,26,452,2,1,111372
2018,1,27,452,2,1,123206
2018,1,28,452,2,0,104412
2018,1,29,452,2,1,111056
2018,1,30,452,2,0,91756
2018,1,31,452,2,1,104601
2018,1,32,452,2,0,85428
2018,1,33,452,2,0,85428
2018,1,34,452,2,0,94920
2018,1,35,452,3,0,132888
2018,1,36,452,3,1,154150
2018,1,37,452,3,1,139216
2018,1,38,452,3,0,132888
2018,1,39,452,3,0,129724
2018,1,40,452,3,1,139469
2018,1,41,452,3,1,143076
2018,1,42,452,3,0,123396
2018,1,43,452,3,1,139437
2018,1,44,452,3,0,129724
2018,1,45,452,3,1,146809
2018,1,46,452,3,0,120232
2018,1,47,452,3,0,117068
2018,1,48,452,3,1,151777
2018,1,49,452,3,0,117068
2018,1,50,452,3,0,117068
2018,1,51,452,3,0,117068
2018,1,52,452,3,1,138266
2018,2,1,580,1,1,232759
2018,2,2,580,1,1,239540
2018,2,3,580,1,1,223259
2018,2,4,580,1,1,244330
2018,2,5,580,1,0,203000
2018,2,6,580,1,0,203000
2018,2,7,580,1,1,239540
2018,2,8,580,1,1,227766
2018,2,9,580,1,0,198940
2018,2,10,580,1,1,236048
2018,2,11,580,1,1,218265
2018,2,12,580,1,1,232759
2018,2,13,580,1,1,231420
2018,2,14,580,1,1,224112
2018,2,15,580,1,1,224802
2018,2,16,580,1,0,203000
2018,2,18,580,2,0,113680
2018,2,19,580,2,0,129920
2018,2,20,580,2,0,129920
2018,2,21,580,2,0,109620
2018,2,22,580,2,0,129920
2018,2,23,580,2,0,133980
2018,2,24,580,2,1,159436
2018,2,25,580,2,1,142506
2018,2,26,580,2,0,133980
2018,2,27,580,2,1,154077
2018,2,28,580,2,0,133980
2018,2,29,580,2,1,149773
2018,2,30,580,2,0,125860
2018,2,31,580,2,0,117740
2018,2,32,580,2,0,113680
2018,2,33,580,2,1,148717
2018,2,34,580,2,0,129920
2018,2,35,580,3,0,166460
2018,2,36,580,3,0,150220
2018,2,37,580,3,0,162400
2018,2,38,580,3,1,171250
2018,2,39,580,3,1,171250
2018,2,40,580,3,0,162400
2018,2,41,580,3,1,192687
2018,2,42,580,3,1,184770
2018,2,43,580,3,1,171250
2018,2,44,580,3,0,166460
2018,2,45,580,3,1,180264
2018,2,46,580,3,0,150220
2018,2,47,580,3,0,150220
2018,2,48,580,3,0,154280
2018,2,49,580,3,0,162400
2018,2,50,580,3,0,154280
2018,2,51,580,3,0,154280
2018,2,52,580,3,0,170520
2018,3,1,640,1,1,254643
2018,3,2,640,1,1,256838
2018,3,3,640,1,1,257600
2018,3,4,640,1,1,261228
2018,3,5,640,1,1,252448
2018,3,6,640,1,0,224000
2018,3,7,640,1,1,253747
2018,3,8,640,1,1,262752
2018,3,9,640,1,0,224000
2018,3,10,640,1,1,250880
2018,3,11,640,1,1,262080
2018,3,12,640,1,1,258182
2018,3,13,640,1,1,235827
2018,3,14,640,1,0,215040
2018,3,15,640,1,0,215040
2018,3,16,640,1,1,259840
2018,3,18,640,2,1,149184
2018,3,19,640,2,1,143942
2018,3,20,640,2,0,147840
2018,3,21,640,2,1,144211
2018,3,22,640,2,1,146809
2018,3,23,640,2,0,129920
2018,3,24,640,2,0,138880
2018,3,25,640,2,1,147840
2018,3,26,640,2,0,134400
2018,3,27,640,2,0,138880
2018,3,28,640,2,0,138880
2018,3,29,640,2,0,120960
2018,3,30,640,2,0,138880
2018,3,31,640,2,0,129920
2018,3,32,640,2,1,162624
2018,3,33,640,2,1,146764
2018,3,34,640,2,0,143360
2018,3,35,640,3,0,165760
2018,3,36,640,3,1,183993
2018,3,37,640,3,1,220147
2018,3,38,640,3,1,207916
2018,3,39,640,3,1,200704
2018,3,40,640,3,0,183680
2018,3,41,640,3,1,182336
2018,3,42,640,3,0,170240
2018,3,43,640,3,1,194073
2018,3,44,640,3,1,216742
2018,3,45,640,3,1,192371
2018,3,46,640,3,1,199180
2018,3,47,640,3,0,165760
2018,3,48,640,3,1,202496
2018,3,49,640,3,1,202675
2018,3,50,640,3,1,210739
2018,3,51,640,3,0,188160
2018,3,52,640,3,0,179200
2018,4,1,320,1,0,107520
2018,4,2,320,1,0,105280
2018,4,3,320,1,0,112000
2018,4,4,320,1,0,105280
2018,4,5,320,1,1,131040
2018,4,6,320,1,0,109760
2018,4,7,320,1,1,129091
2018,4,8,320,1,1,130614
2018,4,9,320,1,1,124230
2018,4,10,320,1,0,107520
2018,4,11,320,1,0,114240
2018,4,12,320,1,0,114240
2018,4,13,320,1,0,109760
2018,4,14,320,1,1,127948
2018,4,15,320,1,1,126806
2018,4,16,320,1,1,119347
2018,4,18,320,2,1,72755
2018,4,19,320,2,0,71680
2018,4,20,320,2,0,60480
2018,4,21,320,2,1,75264
2018,4,22,320,2,0,67200
2018,4,23,320,2,0,67200
2018,4,24,320,2,1,72755
2018,4,25,320,2,1,73920
2018,4,26,320,2,0,60480
2018,4,27,320,2,1,87964
2018,4,28,320,2,1,68992
2018,4,29,320,2,0,67200
2018,4,30,320,2,1,67737
2018,4,31,320,2,0,67200
2018,4,32,320,2,1,78467
2018,4,33,320,2,1,72128
2018,4,34,320,2,1,81244
2018,4,35,320,3,0,82880
2018,4,36,320,3,1,95312
2018,4,37,320,3,1,108371
2018,4,38,320,3,1,103779
2018,4,39,320,3,1,102211
2018,4,40,320,3,1,109132
2018,4,41,320,3,0,82880
2018,4,42,320,3,1,103958
2018,4,43,320,3,1,101292
2018,4,44,320,3,1,103084
2018,4,45,320,3,1,109289
2018,4,46,320,3,1,96969
2018,4,47,320,3,1,102211
2018,4,48,320,3,1,106624
2018,4,49,320,3,1,101337
2018,4,50,320,3,1,99590
2018,4,51,320,3,0,87360
2018,4,52,320,3,1,105369
2018,5,1,150,1,0,51450
2018,5,2,150,1,0,52500
2018,5,3,150,1,0,49350
2018,5,4,150,1,1,60711
2018,5,5,150,1,0,51450
2018,5,6,150,1,1,58233
2018,5,7,150,1,0,52500
2018,5,8,150,1,1,58138
2018,5,9,150,1,1,59325
2018,5,10,150,1,0,53550
2018,5,11,150,1,0,49350
2018,5,12,150,1,1,62653
2018,5,13,150,1,1,62475
2018,5,14,150,1,1,55272
2018,5,15,150,1,0,53550
2018,5,16,150,1,0,49350
2018,5,18,150,2,0,29400
2018,5,19,150,2,0,33600
2018,5,20,150,2,1,34650
2018,5,21,150,2,1,33453
2018,5,22,150,2,0,34650
2018,5,23,150,2,1,36781
2018,5,24,150,2,0,33600
2018,5,25,150,2,0,34650
2018,5,26,150,2,0,34650
2018,5,27,150,2,0,30450
2018,5,28,150,2,0,31500
2018,5,29,150,2,0,31500
2018,5,30,150,2,0,34650
2018,5,31,150,2,0,31500
2018,5,32,150,2,1,41233
2018,5,33,150,2,0,28350
2018,5,34,150,2,1,36855
2018,5,35,150,3,1,49938
2018,5,36,150,3,1,45066
2018,5,37,150,3,0,38850
2018,5,38,150,3,0,44100
2018,5,39,150,3,0,40950
2018,5,40,150,3,0,39900
2018,5,41,150,3,0,40950
2018,5,42,150,3,1,48321
2018,5,43,150,3,1,49938
2018,5,44,150,3,0,44100
2018,5,45,150,3,0,39900
2018,5,46,150,3,0,38850
2018,5,47,150,3,0,38850
2018,5,48,150,3,1,45066
2018,5,49,150,3,1,49392
2018,5,50,150,3,0,40950
2018,5,51,150,3,0,42000
2018,5,52,150,3,1,47911
2018,6,1,856,1,1,321051
2018,6,2,856,1,1,341544
2018,6,3,856,1,0,281624
2018,6,4,856,1,0,305592
2018,6,5,856,1,1,325006
2018,6,6,856,1,1,356524
2018,6,7,856,1,0,287616
2018,6,8,856,1,1,318235
2018,6,9,856,1,0,287616
2018,6,10,856,1,1,338548
2018,6,11,856,1,0,299600
2018,6,12,856,1,0,293608
2018,6,13,856,1,1,332556
2018,6,14,856,1,0,281624
2018,6,15,856,1,1,327882
2018,6,16,856,1,0,305592
2018,6,18,856,2,1,222423
2018,6,19,856,2,0,167776
2018,6,20,856,2,1,179580
2018,6,21,856,2,1,221464
2018,6,22,856,2,0,173768
2018,6,23,856,2,1,194620
2018,6,24,856,2,1,213914
2018,6,25,856,2,1,218588
2018,6,26,856,2,0,191744
2018,6,27,856,2,0,185752
2018,6,28,856,2,0,185752
2018,6,29,856,2,0,197736
2018,6,30,856,2,1,199533
2018,6,31,856,2,1,217329
2018,6,32,856,2,1,199653
2018,6,33,856,2,1,203128
2018,6,34,856,2,1,192522
2018,6,35,856,3,1,259393
2018,6,36,856,3,1,252742
2018,6,37,856,3,0,251664
2018,6,38,856,3,1,280425
2018,6,39,856,3,0,245672
2018,6,40,856,3,0,233688
2018,6,41,856,3,0,245672
2018,6,42,856,3,0,251664
2018,6,43,856,3,0,245672
2018,6,44,856,3,1,291930
2018,6,45,856,3,0,233688
2018,6,46,856,3,0,251664
2018,6,47,856,3,0,227696
2018,6,48,856,3,0,239680
2018,6,49,856,3,1,259573
2018,6,50,856,3,1,266404
2018,6,51,856,3,0,245672
2018,6,52,856,3,0,245672
2019,1,1,452,1,0,155036
2019,1,2,452,1,1,169527
2019,1,3,452,1,1,168040
2019,1,4,452,1,0,158200
2019,1,5,452,1,0,161364
2019,1,6,452,1,0,158200
2019,1,7,452,1,1,188258
2019,1,8,452,1,1,190409
2019,1,9,452,1,1,178766
2019,1,10,452,1,0,158200
2019,1,11,452,1,1,168577
2019,1,12,452,1,1,166552
2019,1,13,452,1,0,151872
2019,1,14,452,1,1,173988
2019,1,15,452,1,1,163578
2019,1,16,452,1,1,171014
2019,1,18,452,2,1,107892
2019,1,19,452,2,1,123206
2019,1,20,452,2,0,91756
2019,1,21,452,2,0,88592
2019,1,22,452,2,1,116941
2019,1,23,452,2,1,97451
2019,1,24,452,2,1,117447
2019,1,25,452,2,0,85428
2019,1,26,452,2,1,120485
2019,1,27,452,2,0,98084
2019,1,28,452,2,1,115422
2019,1,29,452,2,0,98084
2019,1,30,452,2,1,112954
2019,1,31,452,2,0,91756
2019,1,32,452,2,1,93970
2019,1,33,452,2,1,105519
2019,1,34,452,2,0,88592
2019,1,35,452,3,1,139310
2019,1,36,452,3,1,150606
2019,1,37,452,3,0,129724
2019,1,38,452,3,1,131116
2019,1,39,452,3,0,126560
2019,1,40,452,3,0,132888
2019,1,41,452,3,1,145607
2019,1,42,452,3,1,143076
2019,1,43,452,3,1,150606
2019,1,44,452,3,1,150163
2019,1,45,452,3,1,156807
2019,1,46,452,3,1,150163
2019,1,47,452,3,0,126560
2019,1,48,452,3,1,152821
2019,1,49,452,3,1,139469
2019,1,50,452,3,1,155478
2019,1,51,452,3,1,143139
2019,1,52,452,3,1,148834
2019,2,1,580,1,0,198940
2019,2,2,580,1,1,215626
2019,2,3,580,1,0,203000
2019,2,4,580,1,0,198940
2019,2,5,580,1,1,236048
2019,2,6,580,1,0,190820
2019,2,7,580,1,0,190820
2019,2,8,580,1,0,190820
2019,2,9,580,1,1,239540
2019,2,10,580,1,0,198940
2019,2,11,580,1,0,190820
2019,2,12,580,1,0,203000
2019,2,13,580,1,0,190820
2019,2,14,580,1,0,203000
2019,2,15,580,1,0,203000
2019,2,16,580,1,0,198940
2019,2,18,580,2,1,142221
2019,2,19,580,2,1,137634
2019,2,20,580,2,0,129920
2019,2,21,580,2,1,129514
2019,2,22,580,2,0,109620
2019,2,23,580,2,1,128458
2019,2,24,580,2,1,120582
2019,2,25,580,2,0,129920
2019,2,26,580,2,1,158096
2019,2,27,580,2,1,150057
2019,2,28,580,2,1,129351
2019,2,29,580,2,1,141288
2019,2,30,580,2,1,128255
2019,2,31,580,2,0,121800
2019,2,32,580,2,0,133980
2019,2,33,580,2,1,140110
2019,2,34,580,2,1,125048
2019,2,35,580,3,0,166460
2019,2,36,580,3,1,192687
2019,2,37,580,3,0,158340
2019,2,38,580,3,0,162400
2019,2,39,580,3,0,170520
2019,2,40,580,3,1,193256
2019,2,41,580,3,0,170520
2019,2,42,580,3,0,162400
2019,2,43,580,3,0,170520
2019,2,44,580,3,1,194392
2019,2,45,580,3,0,154280
2019,2,46,580,3,1,199508
2019,2,47,580,3,1,166744
2019,2,48,580,3,0,150220
2019,2,49,580,3,1,178924
2019,2,50,580,3,0,154280
2019,2,51,580,3,1,180507
2019,2,52,580,3,1,165242
2019,3,1,640,1,1,246355
2019,3,2,640,1,1,238694
2019,3,3,640,1,1,244249
2019,3,4,640,1,0,228480
2019,3,5,640,1,0,219520
2019,3,6,640,1,1,265036
2019,3,7,640,1,1,267321
2019,3,8,640,1,1,236544
2019,3,9,640,1,0,215040
2019,3,10,640,1,0,219520
2019,3,11,640,1,0,215040
2019,3,12,640,1,0,215040
2019,3,13,640,1,0,215040
2019,3,14,640,1,0,224000
2019,3,15,640,1,1,262080
2019,3,16,640,1,0,224000
2019,3,18,640,2,0,147840
2019,3,19,640,2,1,136684
2019,3,20,640,2,0,138880
2019,3,21,640,2,0,147840
2019,3,22,640,2,0,120960
2019,3,23,640,2,0,138880
2019,3,24,640,2,1,152006
2019,3,25,640,2,0,125440
2019,3,26,640,2,1,171494
2019,3,27,640,2,1,139238
2019,3,28,640,2,1,148019
2019,3,29,640,2,0,120960
2019,3,30,640,2,1,168537
2019,3,31,640,2,0,147840
2019,3,32,640,2,0,120960
2019,3,33,640,2,1,146764
2019,3,34,640,2,0,134400
2019,3,35,640,3,0,183680
2019,3,36,640,3,1,223910
2019,3,37,640,3,1,216742
2019,3,38,640,3,0,174720
2019,3,39,640,3,0,179200
2019,3,40,640,3,1,218265
2019,3,41,640,3,0,174720
2019,3,42,640,3,1,209664
2019,3,43,640,3,0,174720
2019,3,44,640,3,1,206169
2019,3,45,640,3,1,212620
2019,3,46,640,3,0,165760
2019,3,47,640,3,1,206080
2019,3,48,640,3,0,165760
2019,3,49,640,3,1,190624
2019,3,50,640,3,0,188160
2019,3,51,640,3,0,183680
2019,3,52,640,3,1,193939
2019,4,1,320,1,0,107520
2019,4,2,320,1,1,122124
2019,4,3,320,1,0,107520
2019,4,4,320,1,1,127321
2019,4,5,320,1,0,112000
2019,4,6,320,1,0,112000
2019,4,7,320,1,0,114240
2019,4,8,320,1,0,107520
2019,4,9,320,1,1,127948
2019,4,10,320,1,0,107520
2019,4,11,320,1,1,124028
2019,4,12,320,1,0,114240
2019,4,13,320,1,1,126806
2019,4,14,320,1,0,114240
2019,4,15,320,1,1,135945
2019,4,16,320,1,0,112000
2019,4,18,320,2,1,80550
2019,4,19,320,2,0,73920
2019,4,20,320,2,0,64960
2019,4,21,320,2,1,80550
2019,4,22,320,2,0,64960
2019,4,23,320,2,0,73920
2019,4,24,320,2,0,62720
2019,4,25,320,2,1,77952
2019,4,26,320,2,0,73920
2019,4,27,320,2,1,75264
2019,4,28,320,2,0,60480
2019,4,29,320,2,0,64960
2019,4,30,320,2,0,73920
2019,4,31,320,2,1,66528
2019,4,32,320,2,0,71680
2019,4,33,320,2,1,75353
2019,4,34,320,2,1,79968
2019,4,35,320,3,0,85120
2019,4,36,320,3,1,96969
2019,4,37,320,3,0,82880
2019,4,38,320,3,0,82880
2019,4,39,320,3,1,99590
2019,4,40,320,3,0,91840
2019,4,41,320,3,0,87360
2019,4,42,320,3,1,95312
2019,4,43,320,3,0,91840
2019,4,44,320,3,1,111955
2019,4,45,320,3,1,103936
2019,4,46,320,3,1,100441
2019,4,47,320,3,1,92825
2019,4,48,320,3,0,94080
2019,4,49,320,3,1,107251
2019,4,50,320,3,0,87360
2019,4,51,320,3,1,95312
2019,4,52,320,3,1,98560
2019,5,1,150,1,1,58905
2019,5,2,150,1,1,61950
2019,5,3,150,1,0,49350
2019,5,4,150,1,0,51450
2019,5,5,150,1,1,61225
2019,5,6,150,1,1,62653
2019,5,7,150,1,0,51450
2019,5,8,150,1,0,52500
2019,5,9,150,1,0,53550
2019,5,10,150,1,0,53550
2019,5,11,150,1,1,56595
2019,5,12,150,1,1,56448
2019,5,13,150,1,0,52500
2019,5,14,150,1,0,51450
2019,5,15,150,1,1,60375
2019,5,16,150,1,1,63189
2019,5,18,150,2,0,32550
2019,5,19,150,2,0,34650
2019,5,20,150,2,0,28350
2019,5,21,150,2,1,33453
2019,5,22,150,2,1,36540
2019,5,23,150,2,1,36855
2019,5,24,150,2,0,34650
2019,5,25,150,2,0,34650
2019,5,26,150,2,0,30450
2019,5,27,150,2,0,31500
2019,5,28,150,2,0,31500
2019,5,29,150,2,0,32550
2019,5,30,150,2,0,28350
2019,5,31,150,2,1,40540
2019,5,32,150,2,1,34650
2019,5,33,150,2,0,29400
2019,5,34,150,2,1,35626
2019,5,35,150,3,0,44100
2019,5,36,150,3,1,49140
2019,5,37,150,3,0,40950
2019,5,38,150,3,0,39900
2019,5,39,150,3,1,46620
2019,5,40,150,3,1,49980
2019,5,41,150,3,0,38850
2019,5,42,150,3,0,43050
2019,5,43,150,3,0,42000
2019,5,44,150,3,1,52038
2019,5,45,150,3,0,39900
2019,5,46,150,3,0,42000
2019,5,47,150,3,0,38850
2019,5,48,150,3,1,46284
2019,5,49,150,3,0,38850
2019,5,50,150,3,0,39900
2019,5,51,150,3,1,46620
2019,5,52,150,3,0,39900
2019,6,1,856,1,0,287616
2019,6,2,856,1,1,351430
2019,6,3,856,1,0,281624
2019,6,4,856,1,0,299600
2019,6,5,856,1,1,323867
2019,6,6,856,1,1,339207
2019,6,7,856,1,0,305592
2019,6,8,856,1,0,299600
2019,6,9,856,1,0,281624
2019,6,10,856,1,0,299600
2019,6,11,856,1,1,315418
2019,6,12,856,1,0,299600
2019,6,13,856,1,0,287616
2019,6,14,856,1,0,287616
2019,6,15,856,1,0,293608
2019,6,16,856,1,1,333634
2019,6,18,856,2,1,214753
2019,6,19,856,2,1,223441
2019,6,20,856,2,0,173768
2019,6,21,856,2,1,191144
2019,6,22,856,2,1,210918
2019,6,23,856,2,0,179760
2019,6,24,856,2,0,173768
2019,6,25,856,2,1,210918
2019,6,26,856,2,1,231351
2019,6,27,856,2,1,227396
2019,6,28,856,2,0,185752
2019,6,29,856,2,0,167776
2019,6,30,856,2,0,185752
2019,6,31,856,2,1,235305
2019,6,32,856,2,0,191744
2019,6,33,856,2,0,167776
2019,6,34,856,2,0,167776
2019,6,35,856,3,1,263827
2019,6,36,856,3,0,245672
2019,6,37,856,3,1,264067
2019,6,38,856,3,1,292349
2019,6,39,856,3,0,245672
2019,6,40,856,3,0,227696
2019,6,41,856,3,1,284979
2019,6,42,856,3,1,272695
2019,6,43,856,3,1,261730
2019,6,44,856,3,0,233688
2019,6,45,856,3,1,257056
2019,6,46,856,3,1,277609
2019,6,47,856,3,1,296963
2019,6,48,856,3,0,233688
2019,6,49,856,3,1,243874
2019,6,50,856,3,1,264127
2019,6,51,856,3,0,221704
2019,6,52,856,3,0,239680
2020,1,1,452,1,1,178291
2020,1,2,452,1,1,181392
2020,1,3,452,1,1,175475
2020,1,4,452,1,0,161364
2020,1,5,452,1,1,175475
2020,1,6,452,1,1,180727
2020,1,7,452,1,1,184492
2020,1,8,452,1,0,148708
2020,1,9,452,1,0,148708
2020,1,10,452,1,0,158200
2020,1,11,452,1,1,167059
2020,1,12,452,1,1,172501
2020,1,13,452,1,0,158200
2020,1,14,452,1,1,174652
2020,1,15,452,1,1,177184
2020,1,16,452,1,0,155036
2020,1,18,452,2,0,98084
2020,1,19,452,2,0,85428
2020,1,20,452,2,0,98084
2020,1,21,452,2,1,108873
2020,1,22,452,2,1,120485
2020,1,23,452,2,1,99096
2020,1,24,452,2,0,101248
2020,1,25,452,2,0,98084
2020,1,26,452,2,1,116719
2020,1,27,452,2,0,91756
2020,1,28,452,2,1,110834
2020,1,29,452,2,1,100805
2020,1,30,452,2,0,104412
2020,1,31,452,2,1,105519
2020,1,32,452,2,0,101248
2020,1,33,452,2,1,105519
2020,1,34,452,2,1,108272
2020,1,35,452,3,0,117068
2020,1,36,452,3,1,151492
2020,1,37,452,3,0,132888
2020,1,38,452,3,0,129724
2020,1,39,452,3,1,140671
2020,1,40,452,3,1,151777
2020,1,41,452,3,0,126560
2020,1,42,452,3,0,126560
2020,1,43,452,3,0,132888
2020,1,44,452,3,0,129724
2020,1,45,452,3,1,150479
2020,1,46,452,3,1,146176
2020,1,47,452,3,1,152821
2020,1,48,452,3,1,136969
2020,1,49,452,3,0,129724
2020,1,50,452,3,0,120232
2020,1,51,452,3,1,149182
2020,1,52,452,3,1,139310
2020,2,1,580,1,0,194880
2020,2,2,580,1,1,228781
2020,2,3,580,1,0,194880
2020,2,4,580,1,1,222812
2020,2,5,580,1,0,194880
2020,2,6,580,1,1,220823
2020,2,7,580,1,1,214368
2020,2,8,580,1,0,190820
2020,2,9,580,1,0,207060
2020,2,10,580,1,0,190820
2020,2,11,580,1,0,203000
2020,2,12,580,1,1,218265
2020,2,13,580,1,1,224112
2020,2,14,580,1,1,225167
2020,2,15,580,1,0,207060
2020,2,16,580,1,1,244330
2020,2,18,580,2,0,109620
2020,2,19,580,2,1,135198
2020,2,20,580,2,0,113680
2020,2,21,580,2,0,109620
2020,2,22,580,2,1,126063
2020,2,23,580,2,1,147256
2020,2,24,580,2,1,135279
2020,2,25,580,2,0,125860
2020,2,26,580,2,0,109620
2020,2,27,580,2,0,121800
2020,2,28,580,2,0,121800
2020,2,29,580,2,0,113680
2020,2,30,580,2,0,129920
2020,2,31,580,2,1,143480
2020,2,32,580,2,1,133005
2020,2,33,580,2,0,109620
2020,2,34,580,2,0,117740
2020,2,35,580,3,1,180507
2020,2,36,580,3,0,154280
2020,2,37,580,3,0,166460
2020,2,38,580,3,1,201213
2020,2,39,580,3,1,194392
2020,2,40,580,3,1,198087
2020,2,41,580,3,0,150220
2020,2,42,580,3,1,169748
2020,2,43,580,3,1,183593
2020,2,44,580,3,1,188424
2020,2,45,580,3,0,158340
2020,2,46,580,3,0,162400
2020,2,47,580,3,1,188384
2020,2,48,580,3,1,169708
2020,2,49,580,3,1,168246
