Year,Ward,Week,People in Ward,Season,Construction,Water Usage
2020,2,50,580,3,1,192687
2020,2,51,580,3,1,183674
2020,2,52,580,3,1,175757
2020,3,1,640,1,1,249446
2020,3,2,640,1,0,228480
2020,3,3,640,1,1,253747
2020,3,4,640,1,0,210560
2020,3,5,640,1,1,251328
2020,3,6,640,1,1,249446
2020,3,7,640,1,0,210560
2020,3,8,640,1,0,219520
2020,3,9,640,1,1,248640
2020,3,10,640,1,1,253612
2020,3,11,640,1,0,224000
2020,3,12,640,1,1,266560
2020,3,13,640,1,1,233721
2020,3,14,640,1,1,259033
2020,3,15,640,1,0,224000
2020,3,16,640,1,1,251596
2020,3,18,640,2,0,129920
2020,3,19,640,2,1,139104
2020,3,20,640,2,0,134400
2020,3,21,640,2,0,134400
2020,3,22,640,2,1,150707
2020,3,23,640,2,0,143360
2020,3,24,640,2,1,133056
2020,3,25,640,2,1,143942
2020,3,26,640,2,1,144211
2020,3,27,640,2,1,154604
2020,3,28,640,2,0,147840
2020,3,29,640,2,1,142732
2020,3,30,640,2,1,174451
2020,3,31,640,2,1,136684
2020,3,32,640,2,1,142912
2020,3,33,640,2,0,143360
2020,3,34,640,2,1,159129
2020,3,35,640,3,0,174720
2020,3,36,640,3,1,192192
2020,3,37,640,3,0,174720
2020,3,38,640,3,1,190624
2020,3,39,640,3,0,165760
2020,3,40,640,3,1,211232
2020,3,41,640,3,1,197120
2020,3,42,640,3,0,174720
2020,3,43,640,3,1,202048
2020,3,44,640,3,0,174720
2020,3,45,640,3,0,165760
2020,3,46,640,3,0,174720
2020,3,47,640,3,0,165760
2020,3,48,640,3,1,207872
2020,3,49,640,3,0,174720
2020,3,50,640,3,1,210739
2020,3,51,640,3,1,188966
2020,3,52,640,3,1,202496
2020,4,1,320,1,0,105280
2020,4,2,320,1,1,124723
2020,4,3,320,1,0,114240
2020,4,4,320,1,0,107520
2020,4,5,320,1,1,133660
2020,4,6,320,1,0,105280
2020,4,7,320,1,0,109760
2020,4,8,320,1,1,121072
2020,4,9,320,1,0,105280
2020,4,10,320,1,0,114240
2020,4,11,320,1,0,112000
2020,4,12,320,1,1,116860
2020,4,13,320,1,0,114240
2020,4,14,320,1,1,124723
2020,4,15,320,1,1,126560
2020,4,16,320,1,1,129920
2020,4,18,320,2,0,73920
2020,4,19,320,2,0,69440
2020,4,20,320,2,0,60480
2020,4,21,320,2,1,78848
2020,4,22,320,2,1,71366
2020,4,23,320,2,1,87225
2020,4,24,320,2,0,60480
2020,4,25,320,2,0,64960
2020,4,26,320,2,0,64960
2020,4,27,320,2,0,64960
2020,4,28,320,2,0,73920
2020,4,29,320,2,0,60480
2020,4,30,320,2,0,60480
2020,4,31,320,2,1,86486
2020,4,32,320,2,1,74592
2020,4,33,320,2,0,67200
2020,4,34,320,2,1,67737
2020,4,35,320,3,0,87360
2020,4,36,320,3,0,82880
2020,4,37,320,3,1,97036
2020,4,38,320,3,0,94080
2020,4,39,320,3,1,108371
2020,4,40,320,3,1,99456
2020,4,41,320,3,1,99590
2020,4,42,320,3,0,89600
2020,4,43,320,3,1,100352
2020,4,44,320,3,0,94080
2020,4,45,320,3,0,87360
2020,4,46,320,3,1,101942
2020,4,47,320,3,0,82880
2020,4,48,320,3,1,99590
2020,4,49,320,3,0,82880
2020,4,50,320,3,1,111955
2020,4,51,320,3,0,94080
2020,4,52,320,3,0,91840
2020,5,1,150,1,1,55765
2020,5,2,150,1,1,61225
2020,5,3,150,1,0,50400
2020,5,4,150,1,1,56952
2020,5,5,150,1,0,52500
2020,5,6,150,1,0,53550
2020,5,7,150,1,1,54285
2020,5,8,150,1,1,58138
2020,5,9,150,1,1,62118
2020,5,10,150,1,1,58233
2020,5,11,150,1,0,50400
2020,5,12,150,1,0,50400
2020,5,13,150,1,1,57739
2020,5,14,150,1,0,50400
2020,5,15,150,1,1,61950
2020,5,16,150,1,1,59325
2020,5,18,150,2,0,33600
2020,5,19,150,2,1,36456
2020,5,20,150,2,0,34650
2020,5,21,150,2,0,28350
2020,5,22,150,2,1,31468
2020,5,23,150,2,0,29400
2020,5,24,150,2,0,30450
2020,5,25,150,2,0,34650
2020,5,26,150,2,1,37170
2020,5,27,150,2,1,36235
2020,5,28,150,2,0,29400
2020,5,29,150,2,1,36960
2020,5,30,150,2,1,38976
2020,5,31,150,2,0,29400
2020,5,32,150,2,0,32550
2020,5,33,150,2,1,37296
2020,5,34,150,2,0,33600
2020,5,35,150,3,1,45864
2020,5,36,150,3,0,42000
2020,5,37,150,3,0,39900
2020,5,38,150,3,0,44100
2020,5,39,150,3,0,42000
2020,5,40,150,3,1,49140
2020,5,41,150,3,0,42000
2020,5,42,150,3,0,38850
2020,5,43,150,3,0,38850
2020,5,44,150,3,0,40950
2020,5,45,150,3,1,47502
2020,5,46,150,3,0,38850
2020,5,47,150,3,1,45885
2020,5,48,150,3,1,47481
2020,5,49,150,3,1,43123
2020,5,50,150,3,0,40950
2020,5,51,150,3,0,44100
2020,5,52,150,3,1,50715
2020,6,1,856,1,0,293608
2020,6,2,856,1,1,350532
2020,6,3,856,1,0,287616
2020,6,4,856,1,0,305592
2020,6,5,856,1,1,353528
2020,6,6,856,1,0,287616
2020,6,7,856,1,0,299600
2020,6,8,856,1,0,281624
2020,6,9,856,1,1,351430
2020,6,10,856,1,0,287616
2020,6,11,856,1,1,329500
2020,6,12,856,1,1,323867
2020,6,13,856,1,0,287616
2020,6,14,856,1,1,332316
2020,6,15,856,1,0,299600
2020,6,16,856,1,0,293608
2020,6,18,856,2,0,191744
2020,6,19,856,2,0,167776
2020,6,20,856,2,1,224340
2020,6,21,856,2,1,186051
2020,6,22,856,2,1,216670
2020,6,23,856,2,1,222423
2020,6,24,856,2,0,167776
2020,6,25,856,2,0,167776
2020,6,26,856,2,1,224340
2020,6,27,856,2,0,197736
2020,6,28,856,2,1,189287
2020,6,29,856,2,0,197736
2020,6,30,856,2,1,187669
2020,6,31,856,2,0,197736
2020,6,32,856,2,0,173768
2020,6,33,856,2,1,204926
2020,6,34,856,2,1,191264
2020,6,35,856,3,1,266044
2020,6,36,856,3,0,233688
2020,6,37,856,3,1,261610
2020,6,38,856,3,1,266404
2020,6,39,856,3,0,245672
2020,6,40,856,3,1,282522
2020,6,41,856,3,0,227696
2020,6,42,856,3,1,275751
2020,6,43,856,3,0,245672
2020,6,44,856,3,1,291930
2020,6,45,856,3,1,299480
2020,6,46,856,3,0,251664
2020,6,47,856,3,0,245672
2020,6,48,856,3,0,221704
2020,6,49,856,3,0,245672
2020,6,50,856,3,1,289413
2020,6,51,856,3,1,280425
2020,6,52,856,3,0,233688
2021,1,1,452,1,1,179114
2021,1,2,452,1,1,177184
2021,1,3,452,1,1,171014
2021,1,4,452,1,1,187182
2021,1,5,452,1,0,158200
2021,1,6,452,1,1,165065
2021,1,7,452,1,0,148708
2021,1,8,452,1,0,161364
2021,1,9,452,1,1,173988
2021,1,10,452,1,1,174652
2021,1,11,452,1,1,176962
2021,1,12,452,1,1,175190
2021,1,13,452,1,0,158200
2021,1,14,452,1,1,177690
2021,1,15,452,1,0,148708
2021,1,16,452,1,1,184492
2021,1,18,452,2,0,104412
2021,1,19,452,2,1,111372
2021,1,20,452,2,1,96533
2021,1,21,452,2,0,104412
2021,1,22,452,2,1,105424
2021,1,23,452,2,0,94920
2021,1,24,452,2,1,115422
2021,1,25,452,2,0,94920
2021,1,26,452,2,0,98084
2021,1,27,452,2,0,85428
2021,1,28,452,2,0,94920
2021,1,29,452,2,1,108208
2021,1,30,452,2,1,113397
2021,1,31,452,2,1,100994
2021,1,32,452,2,1,105424
2021,1,33,452,2,0,98084
2021,1,34,452,2,0,104412
2021,1,35,452,3,0,123396
2021,1,36,452,3,0,120232
2021,1,37,452,3,1,141873
2021,1,38,452,3,0,117068
2021,1,39,452,3,0,120232
2021,1,40,452,3,1,144278
2021,1,41,452,3,0,126560
2021,1,42,452,3,1,139216
2021,1,43,452,3,1,150606
2021,1,44,452,3,1,147505
2021,1,45,452,3,1,146588
2021,1,46,452,3,0,117068
2021,1,47,452,3,0,120232
2021,1,48,452,3,0,129724
2021,1,49,452,3,1,143012
2021,1,50,452,3,0,129724
2021,1,51,452,3,1,145607
2021,1,52,452,3,1,136969
2021,2,1,580,1,1,225330
2021,2,2,580,1,1,229836
2021,2,3,580,1,1,240189
2021,2,4,580,1,1,234749
2021,2,5,580,1,1,220214
2021,2,6,580,1,1,236738
2021,2,7,580,1,0,198940
2021,2,8,580,1,0,190820
2021,2,9,580,1,0,198940
2021,2,10,580,1,0,203000
2021,2,11,580,1,1,236738
2021,2,12,580,1,1,222812
2021,2,13,580,1,0,207060
2021,2,14,580,1,1,225167
2021,2,15,580,1,1,234749
2021,2,16,580,1,0,203000
2021,2,18,580,2,1,127321
2021,2,19,580,2,1,135401
2021,2,20,580,2,0,121800
2021,2,21,580,2,1,133005
2021,2,22,580,2,0,129920
2021,2,23,580,2,1,147256
2021,2,24,580,2,1,126184
2021,2,25,580,2,1,129351
2021,2,26,580,2,1,147256
2021,2,27,580,2,1,129351
2021,2,28,580,2,1,152737
2021,2,29,580,2,0,121800
2021,2,30,580,2,0,109620
2021,2,31,580,2,1,144211
2021,2,32,580,2,1,133005
2021,2,33,580,2,0,117740
2021,2,34,580,2,1,135401
2021,2,35,580,3,1,186435
2021,2,36,580,3,1,188424
2021,2,37,580,3,1,172753
2021,2,38,580,3,0,158340
2021,2,39,580,3,1,186760
2021,2,40,580,3,1,185257
2021,2,41,580,3,0,154280
2021,2,42,580,3,1,178964
2021,2,43,580,3,1,169748
2021,2,44,580,3,0,166460
2021,2,45,580,3,1,186435
2021,2,46,580,3,0,162400
2021,2,47,580,3,0,166460
2021,2,48,580,3,0,158340
2021,2,49,580,3,0,158340
2021,2,50,580,3,1,183593
2021,2,51,580,3,0,150220
2021,2,52,580,3,1,166744
2021,3,1,640,1,0,224000
2021,3,2,640,1,0,210560
2021,3,3,640,1,1,249446
2021,3,4,640,1,0,215040
2021,3,5,640,1,0,215040
2021,3,6,640,1,0,228480
2021,3,7,640,1,1,261228
2021,3,8,640,1,0,219520
2021,3,9,640,1,1,249446
2021,3,10,640,1,0,215040
2021,3,11,640,1,1,235827
2021,3,12,640,1,0,219520
2021,3,13,640,1,0,215040
2021,3,14,640,1,1,233721
2021,3,15,640,1,1,245145
2021,3,16,640,1,1,245862
2021,3,18,640,2,1,161100
2021,3,19,640,2,0,129920
2021,3,20,640,2,1,161996
2021,3,21,640,2,1,169164
2021,3,22,640,2,1,147840
2021,3,23,640,2,1,144211
2021,3,24,640,2,1,141747
2021,3,25,640,2,1,152768
2021,3,26,640,2,0,143360
2021,3,27,640,2,0,125440
2021,3,28,640,2,0,134400
2021,3,29,640,2,1,159712
2021,3,30,640,2,1,164102
2021,3,31,640,2,0,120960
2021,3,32,640,2,1,152006
2021,3,33,640,2,0,138880
2021,3,34,640,2,0,125440
2021,3,35,640,3,0,179200
2021,3,36,640,3,1,211456
2021,3,37,640,3,0,183680
2021,3,38,640,3,1,213068
2021,3,39,640,3,0,165760
2021,3,40,640,3,1,193939
2021,3,41,640,3,1,209395
2021,3,42,640,3,1,211232
2021,3,43,640,3,1,182336
2021,3,44,640,3,1,183993
2021,3,45,640,3,1,200928
2021,3,46,640,3,1,187308
2021,3,47,640,3,1,209664
2021,3,48,640,3,0,165760
2021,3,49,640,3,0,170240
2021,3,50,640,3,0,179200
2021,3,51,640,3,0,174720
2021,3,52,640,3,0,188160
2021,4,1,320,1,1,130233
2021,4,2,320,1,1,128800
2021,4,3,320,1,0,114240
2021,4,4,320,1,0,107520
2021,4,5,320,1,0,105280
2021,4,6,320,1,0,105280
2021,4,7,320,1,0,114240
2021,4,8,320,1,1,121497
2021,4,9,320,1,0,107520
2021,4,10,320,1,1,128419
2021,4,11,320,1,1,124230
2021,4,12,320,1,1,129516
2021,4,13,320,1,0,105280
2021,4,14,320,1,0,109760
2021,4,15,320,1,1,126224
2021,4,16,320,1,0,114240
2021,4,18,320,2,0,62720
2021,4,19,320,2,0,67200
2021,4,20,320,2,1,74636
2021,4,21,320,2,1,78624
2021,4,22,320,2,1,80550
2021,4,23,320,2,1,76384
2021,4,24,320,2,0,67200
2021,4,25,320,2,0,60480
2021,4,26,320,2,0,71680
2021,4,27,320,2,1,69552
2021,4,28,320,2,0,64960
2021,4,29,320,2,1,70156
2021,4,30,320,2,0,60480
2021,4,31,320,2,0,71680
2021,4,32,320,2,0,69440
2021,4,33,320,2,0,62720
2021,4,34,320,2,0,69440
2021,4,35,320,3,0,94080
2021,4,36,320,3,1,96969
2021,4,37,320,3,0,82880
2021,4,38,320,3,0,94080
2021,4,39,320,3,1,104428
2021,4,40,320,3,1,91168
2021,4,41,320,3,0,87360
2021,4,42,320,3,0,87360
2021,4,43,320,3,1,100441
2021,4,44,320,3,0,82880
2021,4,45,320,3,0,89600
2021,4,46,320,3,0,82880
2021,4,47,320,3,1,103936
2021,4,48,320,3,1,97843
2021,4,49,320,3,0,94080
2021,4,50,320,3,0,89600
2021,4,51,320,3,0,82880
2021,4,52,320,3,0,94080
2021,5,1,150,1,0,50400
2021,5,2,150,1,0,52500
2021,5,3,150,1,0,51450
2021,5,4,150,1,1,55272
2021,5,5,150,1,0,53550
2021,5,6,150,1,0,49350
2021,5,7,150,1,1,60196
2021,5,8,150,1,0,51450
2021,5,9,150,1,1,55272
2021,5,10,150,1,0,50400
2021,5,11,150,1,0,51450
2021,5,12,150,1,0,53550
2021,5,13,150,1,0,52500
2021,5,14,150,1,1,58726
2021,5,15,150,1,0,53550
2021,5,16,150,1,1,58464
2021,5,18,150,2,0,30450
2021,5,19,150,2,0,30450
2021,5,20,150,2,0,32550
2021,5,21,150,2,0,31500
2021,5,22,150,2,0,28350
2021,5,23,150,2,0,28350
2021,5,24,150,2,0,29400
2021,5,25,150,2,0,34650
2021,5,26,150,2,1,35280
2021,5,27,150,2,1,38461
2021,5,28,150,2,1,35910
2021,5,29,150,2,1,38461
2021,5,30,150,2,0,34650
2021,5,31,150,2,1,34398
2021,5,32,150,2,1,38409
2021,5,33,150,2,1,34408
2021,5,34,150,2,0,34650
2021,5,35,150,3,0,43050
2021,5,36,150,3,0,38850
2021,5,37,150,3,0,38850
2021,5,38,150,3,1,50368
2021,5,39,150,3,1,47502
2021,5,40,150,3,0,40950
2021,5,41,150,3,0,40950
2021,5,42,150,3,0,38850
2021,5,43,150,3,1,49507
2021,5,44,150,3,0,39900
2021,5,45,150,3,1,51597
2021,5,46,150,3,0,39900
2021,5,47,150,3,0,39900
2021,5,48,150,3,0,42000
2021,5,49,150,3,1,51229
2021,5,50,150,3,1,48300
2021,5,51,150,3,1,43890
2021,5,52,150,3,1,45843
2021,6,1,856,1,1,316377
2021,6,2,856,1,1,345318
2021,6,3,856,1,1,348374
2021,6,4,856,1,0,287616
2021,6,5,856,1,1,351430
2021,6,6,856,1,0,305592
2021,6,7,856,1,0,299600
2021,6,8,856,1,0,305592
2021,6,9,856,1,1,340585
2021,6,10,856,1,1,354486
2021,6,11,856,1,0,293608
2021,6,12,856,1,0,281624
2021,6,13,856,1,1,346457
2021,6,14,856,1,1,336510
2021,6,15,856,1,1,309786
2021,6,16,856,1,1,351430
2021,6,18,856,2,0,179760
2021,6,19,856,2,0,173768
2021,6,20,856,2,1,218588
2021,6,21,856,2,1,199653
2021,6,22,856,2,1,210319
2021,6,23,856,2,1,199533
2021,6,24,856,2,0,185752
2021,6,25,856,2,0,173768
2021,6,26,856,2,0,191744
2021,6,27,856,2,1,189287
2021,6,28,856,2,1,217329
2021,6,29,856,2,1,203308
2021,6,30,856,2,0,191744
2021,6,31,856,2,1,181198
2021,6,32,856,2,0,179760
2021,6,33,856,2,1,204926
2021,6,34,856,2,0,185752
2021,6,35,856,3,0,251664
2021,6,36,856,3,0,233688
2021,6,37,856,3,1,299480
2021,6,38,856,3,1,259393
2021,6,39,856,3,0,233688
2021,6,40,856,3,1,270838
2021,6,41,856,3,0,239680
2021,6,42,856,3,0,239680
2021,6,43,856,3,1,264127
2021,6,44,856,3,1,257056
2021,6,45,856,3,0,233688
2021,6,46,856,3,0,227696
2021,6,47,856,3,1,286896
2021,6,48,856,3,0,233688
2021,6,49,856,3,1,266404
2021,6,50,856,3,0,227696
2021,6,51,856,3,1,250525
2021,6,52,856,3,0,245672
2022,1,1,452,1,1,181392
2022,1,2,452,1,0,158200
2022,1,3,452,1,0,151872
2022,1,4,452,1,0,161364
2022,1,5,452,1,1,192023
2022,1,6,452,1,0,151872
2022,1,7,452,1,0,148708
2022,1,8,452,1,0,151872
2022,1,9,452,1,1,178766
2022,1,10,452,1,1,179114
2022,1,11,452,1,0,158200
2022,1,12,452,1,0,148708
2022,1,13,452,1,1,170096
2022,1,14,452,1,0,161364
2022,1,15,452,1,1,175475
2022,1,16,452,1,1,174652
2022,1,18,452,2,1,107892
2022,1,19,452,2,0,98084
2022,1,20,452,2,1,101849
2022,1,21,452,2,0,98084
2022,1,22,452,2,1,101880
2022,1,23,452,2,1,101659
2022,1,24,452,2,1,119472
2022,1,25,452,2,1,112796
2022,1,26,452,2,1,119472
2022,1,27,452,2,0,88592
2022,1,28,452,2,1,111815
2022,1,29,452,2,1,107892
2022,1,30,452,2,0,98084
2022,1,31,452,2,1,96533
2022,1,32,452,2,1,113777
2022,1,33,452,2,0,98084
2022,1,34,452,2,1,100805
2022,1,35,452,3,1,134659
2022,1,36,452,3,0,123396
2022,1,37,452,3,1,129945
2022,1,38,452,3,1,138140
2022,1,39,452,3,0,126560
2022,1,40,452,3,1,143076
2022,1,41,452,3,0,123396
2022,1,42,452,3,1,143139
2022,1,43,452,3,1,156807
2022,1,44,452,3,0,120232
2022,1,45,452,3,1,143076
2022,1,46,452,3,1,136969
2022,1,47,452,3,0,132888
2022,1,48,452,3,0,129724
2022,1,49,452,3,0,117068
2022,1,50,452,3,1,129945
2022,1,51,452,3,1,150479
2022,1,52,452,3,1,133457
2022,2,1,580,1,1,227075
2022,2,2,580,1,0,194880
2022,2,3,580,1,0,190820
2022,2,4,580,1,1,238119
2022,2,5,580,1,1,231907
2022,2,6,580,1,0,203000
2022,2,7,580,1,0,190820
2022,2,8,580,1,0,198940
2022,2,9,580,1,1,241570
2022,2,10,580,1,0,194880
2022,2,11,580,1,0,198940
2022,2,12,580,1,1,231420
2022,2,13,580,1,0,194880
2022,2,14,580,1,0,207060
2022,2,15,580,1,0,194880
2022,2,16,580,1,1,227075
2022,2,18,580,2,1,130447
2022,2,19,580,2,0,117740
2022,2,20,580,2,1,125048
2022,2,21,580,2,0,133980
2022,2,22,580,2,0,113680
2022,2,23,580,2,0,113680
2022,2,24,580,2,0,109620
2022,2,25,580,2,1,158096
2022,2,26,580,2,0,129920
2022,2,27,580,2,0,121800
2022,2,28,580,2,1,147256
2022,2,29,580,2,0,113680
2022,2,30,580,2,1,131868
2022,2,31,580,2,0,113680
2022,2,32,580,2,1,129514
2022,2,33,580,2,0,109620
2022,2,34,580,2,0,121800
2022,2,35,580,3,1,189277
2022,2,36,580,3,1,180264
2022,2,37,580,3,0,162400
2022,2,38,580,3,1,188384
2022,2,39,580,3,1,177422
2022,2,40,580,3,1,182091
2022,2,41,580,3,0,154280
2022,2,42,580,3,1,190982
2022,2,43,580,3,1,169748
2022,2,44,580,3,1,183593
2022,2,45,580,3,0,154280
2022,2,46,580,3,1,165242
2022,2,47,580,3,1,174336
2022,2,48,580,3,1,172793
2022,2,49,580,3,0,158340
2022,2,50,580,3,0,166460
2022,2,51,580,3,1,174174
2022,2,52,580,3,0,150220
2022,3,1,640,1,0,210560
2022,3,2,640,1,0,210560
2022,3,3,640,1,0,228480
2022,3,4,640,1,0,210560
2022,3,5,640,1,0,210560
2022,3,6,640,1,1,257600
2022,3,7,640,1,0,228480
2022,3,8,640,1,0,215040
2022,3,9,640,1,1,251596
2022,3,10,640,1,1,250252
2022,3,11,640,1,1,261228
2022,3,12,640,1,1,253747
2022,3,13,640,1,0,224000
2022,3,14,640,1,0,215040
2022,3,15,640,1,1,242144
2022,3,16,640,1,0,215040
2022,3,18,640,2,0,125440
2022,3,19,640,2,0,147840
2022,3,20,640,2,1,175929
2022,3,21,640,2,0,134400
2022,3,22,640,2,0,138880
2022,3,23,640,2,0,143360
2022,3,24,640,2,0,120960
2022,3,25,640,2,1,155904
2022,3,26,640,2,1,169164
2022,3,27,640,2,0,129920
2022,3,28,640,2,1,143001
2022,3,29,640,2,0,125440
2022,3,30,640,2,1,145510
2022,3,31,640,2,1,163878
2022,3,32,640,2,1,159712
2022,3,33,640,2,0,143360
2022,3,34,640,2,0,138880
2022,3,35,640,3,0,174720
2022,3,36,640,3,1,220147
2022,3,37,640,3,1,197120
2022,3,38,640,3,1,192371
2022,3,39,640,3,0,183680
2022,3,40,640,3,0,165760
2022,3,41,640,3,1,200704
2022,3,42,640,3,1,223910
2022,3,43,640,3,1,214502
2022,3,44,640,3,0,183680
2022,3,45,640,3,0,165760
2022,3,46,640,3,0,165760
2022,3,47,640,3,0,174720
2022,3,48,640,3,0,165760
2022,3,49,640,3,0,174720
2022,3,50,640,3,0,165760
2022,3,51,640,3,1,209395
2022,3,52,640,3,1,209664
2022,4,1,320,1,1,116860
2022,4,2,320,1,1,126560
2022,4,3,320,1,1,124028
2022,4,4,320,1,1,134803
2022,4,5,320,1,0,109760
2022,4,6,320,1,1,117913
2022,4,7,320,1,0,105280
2022,4,8,320,1,0,114240
2022,4,9,320,1,1,121497
2022,4,10,320,1,0,112000
2022,4,11,320,1,1,121072
2022,4,12,320,1,1,120422
2022,4,13,320,1,0,105280
2022,4,14,320,1,1,124723
2022,4,15,320,1,1,133280
2022,4,16,320,1,1,132518
2022,4,18,320,2,1,76384
2022,4,19,320,2,1,68342
2022,4,20,320,2,1,70873
2022,4,21,320,2,1,86486
2022,4,22,320,2,1,68992
2022,4,23,320,2,0,64960
2022,4,24,320,2,1,66528
2022,4,25,320,2,1,82051
2022,4,26,320,2,0,60480
2022,4,27,320,2,0,71680
2022,4,28,320,2,1,69552
2022,4,29,320,2,0,73920
2022,4,30,320,2,0,69440
2022,4,31,320,2,1,67737
2022,4,32,320,2,1,78624
2022,4,33,320,2,0,67200
2022,4,34,320,2,0,69440
2022,4,35,320,3,1,100441
2022,4,36,320,3,0,91840
2022,4,37,320,3,0,94080
2022,4,38,320,3,0,89600
2022,4,39,320,3,1,102860
2022,4,40,320,3,0,94080
2022,4,41,320,3,1,109289
2022,4,42,320,3,1,104697
2022,4,43,320,3,0,94080
2022,4,44,320,3,0,91840
2022,4,45,320,3,0,82880
2022,4,46,320,3,0,82880
2022,4,47,320,3,1,96969
2022,4,48,320,3,0,91840
2022,4,49,320,3,0,87360
2022,4,50,320,3,0,91840
2022,4,51,320,3,1,94483
2022,4,52,320,3,1,96969
2022,5,1,150,1,1,56448
2022,5,2,150,1,1,59167
2022,5,3,150,1,0,50400
2022,5,4,150,1,1,62118
2022,5,5,150,1,1,58905
2022,5,6,150,1,0,49350
2022,5,7,150,1,1,55440
2022,5,8,150,1,0,50400
2022,5,9,150,1,1,63189
2022,5,10,150,1,0,49350
2022,5,11,150,1,0,52500
2022,5,12,150,1,1,55440
2022,5,13,150,1,0,52500
2022,5,14,150,1,1,60900
2022,5,15,150,1,1,59325
2022,5,16,150,1,0,51450
2022,5,18,150,2,0,28350
2022,5,19,150,2,1,37632
2022,5,20,150,2,0,32550
2022,5,21,150,2,0,30450
2022,5,22,150,2,1,32035
2022,5,23,150,2,1,34986
2022,5,24,150,2,1,35910
2022,5,25,150,2,1,35322
2022,5,26,150,2,0,33600
2022,5,27,150,2,1,35017
2022,5,28,150,2,1,38409
2022,5,29,150,2,1,33736
2022,5,30,150,2,0,32550
2022,5,31,150,2,0,34650
2022,5,32,150,2,1,36130
2022,5,33,150,2,0,34650
2022,5,34,150,2,0,29400
2022,5,35,150,3,1,50799
2022,5,36,150,3,1,47785
2022,5,37,150,3,0,40950
2022,5,38,150,3,0,39900
2022,5,39,150,3,1,48321
2022,5,40,150,3,0,40950
2022,5,41,150,3,0,39900
2022,5,42,150,3,1,45454
2022,5,43,150,3,0,38850
2022,5,44,150,3,1,44688
2022,5,45,150,3,1,51156
2022,5,46,150,3,0,39900
2022,5,47,150,3,1,44289
2022,5,48,150,3,0,39900
2022,5,49,150,3,1,48321
2022,5,50,150,3,1,48321
2022,5,51,150,3,1,43890
2022,5,52,150,3,0,38850
2022,6,1,856,1,0,281624
2022,6,2,856,1,1,343521
2022,6,3,856,1,0,305592
2022,6,4,856,1,0,287616
2022,6,5,856,1,1,327882
2022,6,6,856,1,1,339207
2022,6,7,856,1,1,329560
2022,6,8,856,1,0,299600
2022,6,9,856,1,0,287616
2022,6,10,856,1,0,305592
2022,6,11,856,1,1,325904
2022,6,12,856,1,0,293608
2022,6,13,856,1,0,305592
2022,6,14,856,1,1,336151
2022,6,15,856,1,0,293608
2022,6,16,856,1,0,287616
2022,6,18,856,2,0,173768
2022,6,19,856,2,1,226257
2022,6,20,856,2,1,208521
2022,6,21,856,2,1,189287
2022,6,22,856,2,1,211757
2022,6,23,856,2,1,211757
2022,6,24,856,2,1,228175
2022,6,25,856,2,0,179760
2022,6,26,856,2,0,185752
2022,6,27,856,2,1,219187
2022,6,28,856,2,0,179760
2022,6,29,856,2,1,187909
2022,6,30,856,2,0,167776
2022,6,31,856,2,0,179760
2022,6,32,856,2,0,167776
2022,6,33,856,2,1,226257
2022,6,34,856,2,0,167776
2022,6,35,856,3,0,239680
2022,6,36,856,3,0,239680
2022,6,37,856,3,0,227696
2022,6,38,856,3,1,261610
2022,6,39,856,3,0,233688
2022,6,40,856,3,0,233688
2022,6,41,856,3,1,280425
2022,6,42,856,3,0,227696
2022,6,43,856,3,1,279347
2022,6,44,856,3,1,259393
2022,6,45,856,3,1,257056
2022,6,46,856,3,0,251664
2022,6,47,856,3,1,261610
2022,6,48,856,3,1,263827
2022,6,49,856,3,0,227696
2022,6,50,856,3,0,221704
2022,6,51,856,3,0,227696
2022,6,52,856,3,0,221704
